winery,wine,year,rating,num_reviews,country,region,type,body,acidity,price_range
Vega Sicilia,Valbuena 5o,1985,4.6,146,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2001,4.6,145,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Vega Sicilia,Valbuena 5o,1989,4.6,143,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Bodega Contador (Benjamin Romeo),Contador Rioja,2015,4.6,143,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Artadi,Vina El Pison,2005,4.6,142,Espana,Vino de Espana,Tempranillo,4.0,2.0,[200-3030]
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2011,4.6,139,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Bodegas Mauro,VS,2018,4.6,136,Espana,Castilla y Leon,Tempranillo,4.0,2.0,[50-100]
Remirez de Ganuza,Maria Remirez de Ganuza,2005,4.6,136,Espana,Rioja,Rioja Red,4.0,3.0,[150-200]
Vinas del Vero,Blecua Somontano,2013,4.6,135,Espana,Somontano,Red,4.0,3.0,[50-100]
Vega Sicilia,Unico Reserva Especial Edicion,1989,4.6,133,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Teso La Monja,Alabaster,2017,4.6,131,Espana,Toro,Toro Red,5.0,3.0,[100-150]
Bodegas Mauro,Terreus Paraje de Cueva Baja,2018,4.6,128,Espana,Castilla y Leon,Tempranillo,4.0,2.0,[50-100]
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1997,4.6,127,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Marques de Riscal,Frank Gehry Selection,2001,4.6,124,Espana,Rioja,Tempranillo,4.0,2.0,[200-3030]
Artadi,Vina El Pison,2014,4.6,124,Espana,Vino de Espana,Tempranillo,4.0,2.0,[200-3030]
Vega Sicilia,Unico,1967,4.6,123,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Arzuaga,Amaya Arzuaga (Coleccion),2016,4.6,123,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Dominio de Pingus,Pingus,2000,4.6,122,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1995,4.6,122,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Artadi,Vina El Pison,2015,4.6,122,Espana,Vino de Espana,Tempranillo,4.0,2.0,[200-3030]
Bodegas Mas Alta,La Creu Alta,2013,4.6,116,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Vega Sicilia,Unico,1975,4.6,115,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Dominio de Calogia,Tinto,2019,4.6,114,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Tomas Postigo,5o Ano Ribera del Duero Tinto,2016,4.6,113,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Artadi,Vina El Pison,2009,4.6,113,Espana,Vino de Espana,Tempranillo,4.0,2.0,[200-3030]
Cal Pla,Planots Priorat,2010,4.6,112,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Vega Sicilia,Unico Reserva Especial Edicion,2009,4.6,111,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Dominio del Bendito,El Titan del Bendito,2018,4.6,111,Espana,Toro,Toro Red,5.0,3.0,[40-50]
Ossian,Capitel,2018,4.6,107,Espana,Castilla y Leon,Verdejo,3.0,3.0,[50-100]
Arzuaga,Gran Arzuaga Ribera del Duero,2004,4.6,105,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[150-200]
Alto Moncayo,Aquilon Garnacha,2015,4.6,105,Espana,Campo de Borja,Grenache,5.0,3.0,[100-150]
Dominio de Pingus,Pingus,1996,4.6,102,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Cepa 21,Horcajo,2015,4.6,100,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Carmelo Rodero,Pago De Valtarrena,2018,4.6,99,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Vega Sicilia,Unico,2012,4.6,98,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Bodegas Vilano,Tinto,2019,4.6,97,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Allende,Aurus,2005,4.6,95,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Costers del Siurana,Dolc de L'Obac,2006,4.6,94,Espana,Priorato,,,,[100-150]
Pago de Los Capellanes,Parcela El Picon Tinto,2011,4.6,93,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Remirez de Ganuza,Trasnocho,2013,4.6,91,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Bodegas Roda,Cirsion Rioja,2017,4.6,90,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Teso La Monja,Tinto,2008,4.6,87,Espana,Toro,Toro Red,5.0,3.0,[200-3030]
Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,4.6,86,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,4.6,85,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,4.6,85,Espana,Rioja,Rioja Red,4.0,3.0,[150-200]
Vega Sicilia,Valbuena 5o,1980,4.6,84,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[150-200]
Arzuaga,Reserva Especial Ribera del Duero,2016,4.6,83,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Hacienda Monasterio,Reserva Especial,2015,4.6,80,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Mas d'en Gil,Gran Buig Priorat,2004,4.6,79,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Castillo Perelada,Finca Garbet,2014,4.6,75,Espana,Emporda,Syrah,4.0,3.0,[50-100]
Osborne,Solera India Oloroso Rare Sherry,N.V.,4.6,74,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[150-200]
Emilio Moro,Clon De La Familia,2011,4.6,72,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Sierra Cantabria,Amancio,2007,4.6,70,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Toro Albala,Gines Liebana Pedro Ximenez,1910,4.6,70,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,[200-3030]
Recaredo,Reserva Particular de Recaredo Brut Nature,2008,4.6,69,Espana,Cava,Cava,2.0,3.0,[50-100]
Clos Erasmus,Priorat,2008,4.6,66,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Vega Sicilia,Valbuena 5o,1983,4.6,66,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Toro Albala,Don PX Seleccion,1965,4.6,65,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,[100-150]
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001,4.6,65,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Hacienda Monasterio,Reserva,2017,4.6,64,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Ysios,Finca Las Naves,2016,4.6,63,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Marques de Grinon,AAA,2008,4.6,63,Espana,Dominio de Valdepusa,Red,4.0,3.0,[150-200]
Contino,Vina del Olivo,2001,4.6,60,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010,4.6,60,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Marques de Murrieta,Dalmau Rioja,2001,4.6,59,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Alvaro Palacios,Les Aubaguetes Priorat,2016,4.6,59,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Gramona,Cava Enoteca Finca La Plana Brut Nature,2001,4.6,58,Espana,Cava,Cava,2.0,3.0,[150-200]
Alto Moncayo,Aquilon Garnacha,2016,4.6,58,Espana,Campo de Borja,Grenache,5.0,3.0,[100-150]
Dominio del Aguila,Gran Reserva Penas Aladas,2014,4.6,58,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Hacienda Solano,Pena Lobera,2016,4.6,57,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Bodegas Mas Alta,La Creu Alta,2014,4.6,53,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Francisco Garcia Perez,Adega do Moucho Treixadura,2017,4.6,53,Espana,Ribeiro,,,,[30-40]
Anima Negra,Son Negre,2007,4.6,51,Espana,Mallorca,Red,4.0,3.0,[200-3030]
Mas Doix,1902 Centenary Carignan Priorat,2017,4.6,51,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Vega Sicilia,Unico,1961,4.6,50,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Castano,Casa Cisca Monastrell,2016,4.6,49,Espana,Yecla,Monastrell,5.0,3.0,[30-40]
Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016,4.6,48,Espana,Bierzo,Mencia,3.0,3.0,[200-3030]
La Legua,Capricho,2014,4.6,47,Espana,Cigales,Red,4.0,3.0,[20-30]
Dominio de Pingus,Pingus,2018,4.6,47,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,4.6,47,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Oxer Wines,Kalamity Rioja,2018,4.6,46,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Bodegas Yuste,Conde de Aldama Amontillado,N.V.,4.6,46,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[50-100]
Vega Sicilia,Valbuena 5o,1979,4.6,46,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[150-200]
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,4.6,45,Espana,Utiel-Requena,Red,4.0,3.0,[20-30]
Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,4.6,45,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Matarromera,Ribera del Duero Prestigio,2016,4.6,45,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Casal de Arman,Finca Misenhora Edicion Limitada,2018,4.6,44,Espana,Ribeiro,,,,[20-30]
Mas Doix,1902 Centenary Carignan Priorat,2016,4.6,43,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Artadi,La Poza de Ballesteros,2009,4.6,42,Espana,Vino de Espana,Tempranillo,4.0,2.0,[150-200]
Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,4.6,42,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Hacienda Monasterio,Reserva Especial,2016,4.6,41,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Artadi,Vina El Pison,2017,4.6,41,Espana,Vino de Espana,Tempranillo,4.0,2.0,[200-3030]
Vall Llach,Idus,2020,4.6,41,Espana,Priorato,Priorat Red,4.0,3.0,[30-40]
Clos Erasmus,Priorat,2003,4.6,41,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Sierra Cantabria,Amancio,2017,4.6,40,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Pago de Larrainzar,Rosado de Larrainzar,2020,4.6,39,Espana,Navarra,,,,[10-20]
Emilio Moro,Clon De La Familia,2015,4.6,39,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Vega Sicilia,Unico Reserva Especial Edicion,1982,4.6,39,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Sierra Cantabria,Finca el Bosque,2002,4.6,38,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,4.6,38,Espana,Bierzo,Mencia,3.0,3.0,[100-150]
Ukan Winery,Tinto,2019,4.6,38,Espana,Rioja Alavesa,Rioja Red,4.0,3.0,[40-50]
Finca Moncloa,Tintilla de Rota,2017,4.6,37,Espana,Cadiz,,,,[40-50]
Bodegas Mas Alta,La Creu Alta,2017,4.6,36,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Vina Real,Rioja Gran Reserva,1986,4.6,35,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Dominio de Atauta,Valdegatiles Ribera del Duero,2012,4.6,34,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Toro Albala,Don PX Seleccion,1962,4.6,34,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,[200-3030]
Micro Bio (MicroBio),Respublica Verdejo,2016,4.6,33,Espana,Vino de Espana,Verdejo,3.0,3.0,[50-100]
Dominio del Aguila,Gran Reserva Penas Aladas,2015,4.6,33,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[150-200]
Terroir Al Limit Soc. Lda,Les Tosses,2016,4.6,33,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,4.6,32,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Artadi,El Carretil,2017,4.6,32,Espana,Vino de Espana,Tempranillo,4.0,2.0,[150-200]
Huerta de Albala,Taberner No. 1,2013,4.6,32,Espana,Cadiz,Red,4.0,3.0,[50-100]
Gomez Cruzado,Vina Motulleri,2011,4.6,30,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Castell d'Encus,Saktih,2013,4.6,30,Espana,Costers del Segre,Red,4.0,3.0,[150-200]
Abadia Retuerta,Cuvee Palomar,2017,4.6,30,Espana,Sardon de Duero,Red,4.0,3.0,[50-100]
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014,4.6,30,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Dominio de Atauta,Valdegatiles Ribera del Duero,2013,4.6,29,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,4.6,29,Espana,Utiel-Requena,Red,4.0,3.0,[20-30]
Enate,Uno Tinto,2010,4.6,28,Espana,Somontano,Red,4.0,3.0,[100-150]
Benjamin de Rothschild - Vega Sicilia,Macan,2017,4.6,28,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Mas Doix,1903 Centenary Grenache,2016,4.6,28,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010,4.6,28,Espana,Bierzo,Red,4.0,3.0,
Bodegas Aragonesas,Galiano Seleccion Especial,2013,4.6,28,Espana,Campo de Borja,Red,4.0,3.0,[50-100]
Telmo Rodriguez,Molino Real,2016,4.6,28,Espana,Malaga,,,,[40-50]
Anima Negra,Son Negre,2004,4.6,27,Espana,Mallorca,Red,4.0,3.0,[200-3030]
Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,4.6,27,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011,4.6,27,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Acustic Celler,Etern Vinyes Molt Velles,2016,4.6,26,Espana,Priorato,Priorat Red,4.0,3.0,[40-50]
Vina Pedrosa,40 Aniversario Gran Reserva,2012,4.6,25,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Osborne,Solera BC-200,N.V.,4.6,25,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[150-200]
Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004,4.6,25,Espana,Cataluna,Sparkling,2.0,3.0,[100-150]
Toro Albala,Don PX Pedro Ximenez,1968,4.6,25,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,[150-200]
Pago de Carraovejas,Tinto,2016,4.5,7529,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[20-30]
Alion,Ribera del Duero,2013,4.5,7435,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Alion,Ribera del Duero,2014,4.5,7237,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Pintia,Toro,2014,4.5,5863,Espana,Toro,Toro Red,5.0,3.0,[50-100]
Pago de Carraovejas,Tinto,2018,4.5,5372,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Alion,Ribera del Duero,2015,4.5,5365,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Pintia,Toro,2015,4.5,4979,Espana,Toro,Toro Red,5.0,3.0,[50-100]
Pago de Carraovejas,Tinto,2017,4.5,4935,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016,4.5,4411,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005,4.5,3521,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
La Rioja Alta,Gran Reserva 890,2005,4.5,3443,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009,4.5,3148,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Pintia,Toro,2016,4.5,3118,Espana,Toro,Toro Red,5.0,3.0,[40-50]
Dominio de Pingus,Flor de Pingus,2016,4.5,2887,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015,4.5,2858,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[150-200]
Bodegas El Nido,Clio,2015,4.5,2712,Espana,Jumilla,Red,4.0,3.0,[30-40]
Dominio de Pingus,Flor de Pingus,2014,4.5,2710,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Dominio de Pingus,Flor de Pingus,2010,4.5,2551,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Dominio de Pingus,Flor de Pingus,2015,4.5,2530,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Bodegas El Nido,Clio,2016,4.5,2228,Espana,Jumilla,Red,4.0,3.0,[30-40]
Bodegas El Nido,Clio,2017,4.5,2220,Espana,Jumilla,Red,4.0,3.0,[30-40]
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2011,4.5,2207,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Pago de Carraovejas,Tinto,2019,4.5,2144,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Benjamin de Rothschild - Vega Sicilia,Macan,2014,4.5,1910,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Aalto,Tinto,2018,4.5,1864,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Bodegas El Nido,Clio,2018,4.5,1520,Espana,Jumilla,Red,4.0,3.0,[50-100]
Alto Moncayo,Garnacha,2017,4.5,1503,Espana,Campo de Borja,Grenache,5.0,3.0,[40-50]
Pago de Los Capellanes,Parcela El Nogal Tinto,2015,4.5,1393,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Vega Sicilia,Valbuena 5o,2003,4.5,1346,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Benjamin de Rothschild - Vega Sicilia,Macan,2015,4.5,1345,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Alion,Ribera del Duero,2003,4.5,1236,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[150-200]
Belondrade,Belondrade y Lurton,2018,4.5,1192,Espana,Rueda,Verdejo,3.0,3.0,[30-40]
Pago de Los Capellanes,Parcela El Nogal Tinto,2014,4.5,1163,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Pago de Carraovejas,Reserva,2014,4.5,1148,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Dominio de Pingus,Flor de Pingus,2017,4.5,1094,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Remirez de Ganuza,Rioja Reserva,2012,4.5,1089,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Muga,Prado Enea Gran Reserva,2014,4.5,1014,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Remirez de Ganuza,Rioja Reserva,2011,4.5,1012,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
La Rioja Alta,Gran Reserva 890,2004,4.5,990,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Belondrade,Belondrade y Lurton,2019,4.5,961,Espana,Rueda,Verdejo,3.0,3.0,[30-40]
Clos Mogador,Priorat,2015,4.5,955,Espana,Priorato,Priorat Red,4.0,3.0,[100-150]
Bodegas Tradicion,Pedro Ximenez Tradicion 20 Years Old Vos,N.V.,4.5,854,Espana,Jerez Pedro Ximenes (PX),Pedro Ximenez,5.0,1.0,[50-100]
Muga,Torre Muga,2016,4.5,838,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Benjamin de Rothschild - Vega Sicilia,Macan,2016,4.5,813,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Bodega Numanthia,Termanthia,2010,4.5,729,Espana,Toro,Toro Red,5.0,3.0,[150-200]
Emilio Moro,Malleolus de Valderramiro,2011,4.5,719,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[150-200]
Clos Mogador,Priorat,2017,4.5,666,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Marques de Murrieta,Dalmau Rioja,2014,4.5,642,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Hacienda Monasterio,Reserva,2015,4.5,629,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Pago de Los Capellanes,Parcela El Nogal Tinto,2016,4.5,595,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
La Rioja Alta,Gran Reserva 890,1995,4.5,574,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Bodegas El Nido,Clio,2019,4.5,550,Espana,Jumilla,Red,4.0,3.0,[40-50]
Muga,Aro,2015,4.5,529,Espana,Rioja,Rioja Red,4.0,3.0,[150-200]
Remirez de Ganuza,Gran Reserva,2007,4.5,529,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Senorio de San Vicente,San Vicente Rioja,2017,4.5,505,Espana,Rioja,Rioja Red,4.0,3.0,[30-40]
Carmelo Rodero,Ribera del Duero TSM,2017,4.5,503,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Vina Sastre,Pago de Santa Cruz,2016,4.5,501,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2011,4.5,500,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Remirez de Ganuza,Trasnocho,2012,4.5,499,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Costers del Siurana,Clos de L'Obac,2005,4.5,493,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Vega Sicilia,Valbuena 5o,1996,4.5,488,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Arzuaga,Reserva Ribera del Duero,2017,4.5,477,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
La Rioja Alta,Gran Reserva 890,2010,4.5,469,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Francisco Barona,Ribera Del Duero,2018,4.5,462,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Vina Sastre,Pago de Santa Cruz,2015,4.5,420,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2012,4.5,406,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Juan Gil,Bruto,2018,4.5,384,Espana,Jumilla,Monastrell,5.0,3.0,[30-40]
Lan,Culmen Reserva Rioja,2015,4.5,365,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Bodegas Roda,Cirsion Rioja,2016,4.5,353,Espana,Rioja,Rioja Red,4.0,3.0,[150-200]
Clos Mogador,Priorat,2018,4.5,336,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Juan Gil,Bruto,2017,4.5,322,Espana,Jumilla,Monastrell,5.0,3.0,[30-40]
Bodegas Mauro,VS,2017,4.5,318,Espana,Castilla y Leon,Tempranillo,4.0,2.0,[50-100]
Bodega Numanthia,Termanthia,2013,4.5,316,Espana,Toro,Toro Red,5.0,3.0,[200-3030]
Remirez de Ganuza,Trasnocho,2011,4.5,301,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Hacienda Monasterio,Reserva,2016,4.5,297,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1995,4.5,292,Espana,Rioja,Rioja Red,4.0,3.0,[150-200]
Abadia Retuerta,Petit Verdot,2015,4.5,286,Espana,Sardon de Duero,Red,4.0,3.0,[100-150]
Tomas Postigo,5o Ano Ribera del Duero Tinto,2011,4.5,264,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Dominio del Bendito,El Titan del Bendito,2017,4.5,261,Espana,Toro,Toro Red,5.0,3.0,[40-50]
Abadia Retuerta,Petit Verdot,2014,4.5,249,Espana,Sardon de Duero,Red,4.0,3.0,[150-200]
Sierra Cantabria,Amancio,2012,4.5,246,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Martinet,Clos Martinet,2014,4.5,230,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Remirez de Ganuza,Trasnocho,2006,4.5,229,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Adama Wines,Tinto,2009,4.5,229,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Alion,Ribera del Duero,1995,4.5,226,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[150-200]
Muga,Aro,2016,4.5,222,Espana,Rioja,Rioja Red,4.0,3.0,[150-200]
Vega Sicilia,Valbuena 5o,1987,4.5,221,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[200-3030]
Milsetentayseis,Tinto,2018,4.5,218,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Vina Sastre,Pago de Santa Cruz,2017,4.5,217,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[40-50]
Espectacle del Montsant,Tinto,2013,4.5,214,Espana,Montsant,Montsant Red,4.0,3.0,[150-200]
Tinto Pesquera,Millenium Gran Reserva,2015,4.5,213,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Vina Sastre,Regina Vides Ribera del Duero,2011,4.5,213,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
